employeeID;industry;company;score;like;dislike
13324;Technology;Samsung;3.0;Good exprences,;Nothing
13325;Technology;Samsung;5.0;Team work ,support from ZSM level to till end, Work life balance is there;Lot of reports they will ask,late night till 11pm reports will not complete
13326;Technology;Samsung;3.0;Well it's about south Korean company nt Indian so they care every employee;Your experience will tell you
13327;Technology;Samsung;4.0;Over all every thing is Good like Technology Innovation Supports Employees Satisfaction;Nothing
13328;Technology;Samsung;2.0;Anand;Hindi
13329;Technology;Samsung;5.0;Very good work environment,seniors are very co-operative,good for learning new skills,;Compensation is good,Work pressure very high,some time i have to attend,client calls in the night after 7pm,my seniors are usually guide us step by step.which is very good.over all boss here are very helpfully by nature.
13330;Technology;Samsung;1.0;Abouts new products knowledge;No vacations, No job security, target pressure no management support dealers treat very badly with company promoters
13331;Technology;Samsung;5.0;All things is awesome like calture;Night shift
13332;Technology;Samsung;4.0;Always we should be alert and Update that process was amazing.;So many times the conference calls
13333;Technology;Samsung;5.0;Incentives structure;Do give any FTS trip
13334;Technology;Samsung;4.0;The company is open to innovative and readily adopts latest technology. I love tje fact that i am a part of a team that market's reliable, high quality products and had a global client base.;The pressure is very high. Sometimes, I have to attend Clint calls I the evening and sometime late into the night. Manager's do not value an individual unique strengths, which is why I have to take back my suggestions most of the times. I do recive appreciation emails from my clinet.,
13335;Technology;Samsung;5.0;Highly Process Driven, Professional HR Policies;Sometimes Approvals take longer time
13336;Technology;Samsung;5.0;Company's process and policies. Approx no chances of growth but still a good place to work.;Wok-life balance is little bit (Only few chalanges) challanging for sales department. Rest all things are fine.
13337;Technology;Samsung;4.0;I LIKE WORKING IN SAMSUNG COMPANY;I LIKE WORKING IN SAMSUNG
13338;Technology;Samsung;5.0;the working style and company norm are best.;career growth
13339;Technology;Samsung;3.0;Samsung is good company because he take care of her customer for better service.;Selery is to low work pressure high this pressure not only for work many other things also there. no any respect of engineers and many more
13340;Technology;Samsung;4.0;.;.
13341;Technology;Samsung;5.0;Samsung work culture and the way HR take care of the employees, really appreciate it.;Not found till now.
13342;Technology;Samsung;5.0;owsm environment to the job;good respect from outlets and the distributor.overall experience owsm
13343;Technology;Samsung;5.0;Super work;No dislike
13344;Technology;Samsung;4.0;...;...
13345;Technology;Samsung;3.0;Good knowledge skills;Very poor hr policy and fake commitments
13346;Technology;Samsung;5.0;Good;Sitting
13347;Technology;Samsung;2.0;Samsung INDIA PRIVATE limited company is the old number one company;No
13348;Technology;Samsung;3.0;Company policies are good;No job security, will be released if project is over
13349;Technology;Samsung;5.0;yes;yes
13350;Technology;Samsung;4.0;work envoironment;Career Growth
13351;Technology;Samsung;5.0;Management;Selfish behaviour
13352;Technology;Samsung;5.0;Job is ok others benifit not there;Job ok others benifit not there
13353;Technology;Samsung;5.0;Working Environment;Career Growth
13354;Technology;Samsung;5.0;Yes;Personly Some issuse
13355;Technology;Samsung;5.0;Good Job;I am good worker.
13356;Technology;Samsung;4.0;Working culture is very good;There is no job security for off role employees
13357;Technology;Samsung;4.0;Excellent work with my sales and marketing team;I don't like customer service center service
13358;Technology;Samsung;5.0;It's a well established brand compare to other brands in the market;NO increments & promotions from past couple of years
13359;Technology;Samsung;5.0;Good;S
13360;Technology;Samsung;4.0;The opportunity for growth is good and you can develop your personal skills a lot at Samsung;Extra hours at work is unavoidable due to bad distribution of responsibilities. Work life balance terrible. Would only suggest if you're a bachelor.
13361;Technology;Samsung;1.0;No;Salary is very low & work is very hard
13362;Technology;Samsung;2.0;Job from home;Job security is very poor
13363;Technology;Samsung;5.0;Awesome;Nothing
13364;Technology;Samsung;5.0;Good job ,easy to interact with customer,company supported;No
13365;Technology;Samsung;5.0;Work culture;Should be more employee friendly
13366;Technology;Samsung;4.0;Having experience as a sales executive in Samsung India pvt.ltd. is faar better then any local china made mobile co.,but there is a very low opportunities of career growth but if you are a fresher and want your career to be started with a marketing experience then samsung is a golden path...;Overall its a good job for a college student but by working with mobiles industry i should say there is no job security, you have to prove yourself every particular time to be with the company...
13367;Technology;Samsung;5.0;..........;.............
13368;Technology;Samsung;5.0;Mobile Division is a best nd Learning part of my life.;Mobile Division is a best nd Learning part of my Life.
13369;Technology;Samsung;4.0;Nice ND cooperative atmosphere;Unnecessary work pressure
13370;Technology;Samsung;5.0;good experience due to working and technical work i liked the most;salary issue and timming issue
13371;Technology;Samsung;4.0;sellery and incentive structure is best comapre other brands;No job security
13372;Technology;Samsung;3.0;This company se very nice and international company i am proud feel was job this company;No comment
13373;Technology;Samsung;4.0;the company is create new innovation and gives to coustmer ew and diffrent thing to comptation. Samsung police is neet and clear. he is transparent each and everything so i like this culture.;his ND police is very bad.
13374;Technology;Samsung;5.0;Samsung is a good company. There is good culture and behaviour in favour of employee. The company is open to new innovation. There are all colleague work together happily and help each other.;There work pressure is so high. Growth is very slow.
13375;Technology;Samsung;4.0;Maintanance & service;No
13376;Technology;Samsung;4.0;Good;Go n join
13377;Technology;Samsung;5.0;Over all experience is good;Sometime , The work pressure is very high.
13378;Technology;Samsung;4.0;Work Life balance;Career growth, repetitive work
13379;Technology;Samsung;5.0;All things are good work culture,company policies , job security.. Great Company/ Best company;Rejoining not allowed,
13380;Technology;Samsung;1.0;mobile engineer;mobile engineer
13381;Technology;Samsung;5.0;Training and knowledge share by trainer and ABM's;Very slow growth for next level compare to other companies
13382;Technology;Samsung;4.0;Nothing is better than something;I can't explain
13383;Technology;Samsung;5.0;Nice;Nice
13384;Technology;Samsung;5.0;Learning about mobile knowladge;Thre rule and regulation
13385;Technology;Samsung;5.0;Excellent work place,;work satisfied
13386;Technology;Samsung;5.0;Really I'm happy to working here because the company is open to innovation and readily adopt latest technology I love the fact that I am a part of a team that market reliable high quality products and has global client and its satisfaction for customer then etc...;Company is decent but growth is slow the work pressure is very high sometimes I have to work 10 to 12hrs straight in a day and salary also low that's it...
13387;Technology;Samsung;5.0;All the employees were treated equally;Nothing
13388;Technology;Samsung;5.0;I m totally satisfied here , i am learning many thing and skills here , here work environment also good , seniors supporting us.;There is nothing like that any dislike for my opinion
13389;Technology;Samsung;5.0;Good;Good
13390;Technology;Samsung;4.0;Good company;Less opportunities for learning new things
13391;Technology;Samsung;5.0;Great compny;Senior not aa great work
13392;Technology;Samsung;5.0;Samsung is a no 1 company because he made a good poroduct and any one work in this company his carrier is secure and work envorment is very good.;Samsung launch his product in market its very late due to another company.
13393;Technology;Samsung;5.0;Charjar check karna;Srging
13394;Technology;Samsung;5.0;I Realy Love To Work In this Company;nothing
13395;Technology;Samsung;5.0;Great workinng experience overall and all team very helpfull and supporting to all paramiter.I very glad to work with samsung team and management.;My personal opinion no dislike option.
13396;Technology;Samsung;4.0;Salaxy, Appraisal, Learning;politics
13397;Technology;Samsung;4.0;It was an great experience and the environment was good . Customer relationships, communication skills , up and downs in the market these are the things I learned out there.;Career growth was little bit complicated. Working environment was great bt was ended in a small circle .
13398;Technology;Samsung;5.0;I have work in this company last 3years ,its good and support company;i not dislike ,they release from project
13399;Technology;Samsung;5.0;Its not only working place its life place;There's no dislike things
13400;Technology;Samsung;3.0;Computer;Computer
13401;Technology;Samsung;4.0;good work invironment;no career growth
13402;Technology;Samsung;5.0;The team is great. Work is fantastic. I am on Naukri because I crave learning and growing, and because I wish to evaluate myself in the unlikely scenario that something turns awry.;Nothing.
13403;Technology;Samsung;5.0;Provides opportunities for growth and learning;Nothing
13404;Technology;Samsung;5.0;Noida sec 80;Delhi
13405;Technology;Samsung;5.0;This company is a best plateform where we can lern more technical knowledge and growth our future;Nothing all is well
13406;Technology;Samsung;5.0;Good;Hindi
13407;Technology;Samsung;5.0;Nice experience;Nothing
13408;Technology;Samsung;5.0;Samsung Bast to bast company;Nil
13409;Technology;Samsung;5.0;Awesome experience with samsung Mobiles and product was also good;Nothing
13410;Technology;Samsung;5.0;Incentive;There are no leave
13411;Technology;Samsung;5.0;good experience;temporary
13412;Technology;Samsung;2.0;Very systematic and process oriented;Employee discrimination is immense
13413;Technology;Samsung;3.0;Payment as per industry standards;No job satisfaction
13414;Technology;Samsung;4.0;Good training;Salery increments not available
13415;Technology;Samsung;5.0;NOTHING;NOTHING
13416;Technology;Samsung;5.0;Bast company;Batar job
13417;Technology;Samsung;4.0;Samsung working culture is good and here is 100% job security.;Nothing to say.
13418;Technology;Samsung;5.0;Good work environment and culture teammates are very supportive and the management is transparent.;Ther is a lot of politics
13419;Technology;Samsung;5.0;I like this job..this is great opportunity to work at this company;Misbehaviour I don't like this job
13420;Technology;Samsung;3.0;Since engineering is in my blood so I chose engineering . It's my dream;I see every thing and then dicide
13421;Technology;Samsung;1.0;disastor;No Job security..0% growth
13422;Technology;Samsung;5.0;New innovative ideas;There is differences in on role and off role employee about policies and reimbursement claims
13423;Technology;Samsung;2.0;Business Trips;Discrimination in salary/appraisals. Employees working on Equal positions have different base salaries.
13424;Technology;Samsung;5.0;I want to work in a company which r more secure and long time job;I want to get more knowledge and developed my skill above my existing knowledge....
13425;Technology;Samsung;4.0;Feeling so good;Working so proud
13426;Technology;Samsung;5.0;Training;Counter
13427;Technology;Samsung;5.0;Production;Yes
13428;Technology;Samsung;5.0;Beacuse of salary,;because of no time for family
13429;Technology;Samsung;5.0;Salary and work life balancd;Politics and career growth
13430;Technology;Samsung;4.0;Work Environment, Salary, Culture liked the most.;Timings, learning and new skills are not so good.
13431;Technology;Samsung;2.0;SOME OF THE ASM & TL ARE GOOD, BUT THE REST ARE HORRIBLE.;EVEN IF YOU ARE IN HOLIDAY WITH YOUR FAMILY, YOU HAVE TO POST THE DETAILS OF THE SALE HAPPENING IN YOUR COUNTER.
13432;Technology;Samsung;5.0;Undisputedly The Best company in consumer electronics to work in;In some particular branches work culture is very bad...actually work culture depends on the society and peoples(Customers , Service Partners) of that particular area...As the peoples so the office staff so the management.
13433;Technology;Samsung;5.0;Giving respect to Employees;Some of our senior managers playing political role....it is not good to company and Employees..
13434;Technology;Samsung;4.0;Very good work culture and work life balance. Compensation and rewards are also good.;Nothing much significant. It's just that growth opportunities are very less for outpar or fcm employees.
13435;Technology;Samsung;3.0;Sap;Sap
13436;Technology;Samsung;1.0;Wrost in my life;Process and response
13437;Technology;Samsung;4.0;Awesome experience;Due to Company year on yaar our employees cut
13438;Technology;Samsung;4.0;.;.
13439;Technology;Samsung;5.0;Overall experience is best;No
13440;Technology;Samsung;2.0;I joining Samsung for best carrier;There are not responsible persons for service engineer very bad experience in 8 year
13441;Technology;Samsung;3.0;Job security;No personal growth No work life balance
13442;Technology;Samsung;5.0;I feel good at work and support is always provided from our superior when required as well as from training we developed our skill and it helps us in career growth. Some time we need time for personal work and it will be provided to us so balance between work and life easily maintain. Overall I feel here work in a friendly environment.;Sometimes they took more time to launch products with latest features in affordable price and compensation is really good but growth is slow. The work pressure is very high rather than other company's competitors and sometimes we have to work after the work time of day but overall it is awesome.
13443;Technology;Samsung;1.0;Yes;Yes
13444;Technology;Samsung;5.0;Awesome work experience;promotion chance are very low
13445;Technology;Samsung;5.0;The company is open to innovation and readily adopts latest technology. I love the fact that I am a part of a team that markets reliable, high-quality products and has a global client base. As a result, I get to travel abroad, especially to the US and Canada. But on-site travel is completely dependent on your project and client’s loc;Compensation is decent, but growth is slow. The work pressure is very high. Sometimes, I have to work 14-18 hours straight in a day as I have to attend client calls in the evening and sometimes late into the night. Managers do not value an individuals’ unique strengths, which is why I have to take back my suggestions most of the time
13446;Technology;Samsung;5.0;Job security;Job security
13447;Technology;Samsung;5.0;I was not employee during lockdown;Job security
13448;Technology;Samsung;3.0;Training & Learning;Career growth
13449;Technology;Samsung;3.0;No work life balance nothing to learn;Absolutely no job security & work like contract labourers
13450;Technology;Samsung;4.0;Nothing;Work culture , uncertainty of job, beurocratic practices, non believer to human , less human values
13451;Technology;Samsung;5.0;Good company;No comments
13452;Technology;Samsung;5.0;Good experinne;No dislike
13453;Technology;Samsung;3.0;Bad Experience;Never training
13454;Technology;Samsung;1.0;OkJI;Ok
13455;Technology;Samsung;4.0;nothing;no
13456;Technology;Samsung;1.0;Worest;Salary
13457;Technology;Samsung;4.0;Good facilities;Very low opportunity to growth
13458;Technology;Samsung;5.0;It's awesome;Policy
13459;Technology;Samsung;5.0;Done;Parmotions
13460;Technology;Samsung;3.0;5 year;Hop may be
13461;Technology;Samsung;3.0;Teammates.;Politics, no job security
13462;Technology;Samsung;5.0;Can improve knowledge;Not mch secure
13463;Technology;Samsung;4.0;Groth lable slow;Groth lable is very weak
13464;Technology;Samsung;5.0;Company is good. Experience is good work with this company;In this there is no job security and there is no opportunity for career growth
13465;Technology;Samsung;5.0;Yes iam interested work sumsung Iraq project Iraq enka power projects top and bottom work and esambly eraction drowning looking work name boweler work do it oll Stecher esambly fabrication liners plate and j meatiral casing staier case leader esambliy earction and 9 miter peltfrom LP HP kanuppi 15 miter peltfrom 21 platform assembly;My name sarfraz alam my position stacher asmbley earction forman
13466;Technology;Samsung;5.0;Y;N
13467;Technology;Samsung;5.0;good;Personality
13468;Technology;Samsung;5.0;I'm Very happy;Good
13469;Technology;Samsung;4.0;Samsung is a Brand name . I worked with mobiles latest release . Latest technology is always be found here. I learn professional work here in Samsung.;Compensation is decent, but growth is slow.
13470;Technology;Samsung;5.0;Its great opportunity For working with Samsung;Career growth is very slow for girls in Samsung Work pressure is very high.
13471;Technology;Samsung;3.0;Actually it's a Samsung dealer where I worked;Incentive and no other bonus
13472;Technology;Samsung;5.0;Good;Timings
13473;Technology;Samsung;5.0;Yes;No
13474;Technology;Samsung;4.0;Samsung started in 1938 I innovation and readily adopts latest technology. I love the fact that I am a part of a team that markets reliable high Quality products and has a global client base. As a result I get to travel abroad especially to the US and Canada but on site travel is completely dependent on your project and clients locat;Nothing as
13475;Technology;Samsung;5.0;Overall good work experience. I love to be a part of such a good team members and company.;All good
13476;Technology;Samsung;5.0;Certainly a Great place to work;They does'nt rehire easily :(
13477;Technology;Samsung;5.0;Excellent;Good
13478;Technology;Samsung;4.0;Samsung is great MNC to work;its good comapany
13479;Technology;Samsung;1.0;Only compensation;The company doesnt practice what it preaches. Global guidelines are just on their portal never followed with honesty. Very discriminatory and doesnt respect its employee's real issues and performance is solely on the manager's mercy.
13480;Technology;Samsung;3.0;Air conditioning;yes i am work samsung
13481;Technology;Samsung;4.0;Way ahead of competition in terms of technology. Transparent with stake holders.;Yet to find.
13482;Technology;Samsung;5.0;Salary, training, learning;Job security
13483;Technology;Samsung;5.0;Also on good co. & gud product But this me job less Miss u samsung mobile job;Loss my job But I miss u samsung mobile jon
13484;Technology;Samsung;1.0;Well i have mentioned all the service star to 1 that mean you can understand the about the company.;Work culture and all thing dislike about the company.
13485;Technology;Samsung;3.0;Multinational mark, high class equipment;Bad coc by rollout, AM and poor management , croupted circle Manager
13486;Technology;Samsung;5.0;No;Leave
13487;Technology;Samsung;3.0;Yes;Hindi
13488;Technology;Samsung;5.0;Led tv;Bass boofar
13489;Technology;Samsung;5.0;Very good company where individual can grow with his skill and hard work.;Nothing
13490;Technology;Samsung;5.0;good;good
13491;Technology;Samsung;4.0;nothing;something
13492;Technology;Samsung;5.0;best job security;salary intime
13493;Technology;Samsung;5.0;All or good;Nothing
13494;Technology;Samsung;3.0;The pay and benefits;work culture
13495;Technology;Samsung;5.0;company policy;growth is slow and work pressure is very high
13496;Technology;Samsung;1.0;This is Great and fabulous job in my future . I'm totally complete for job.;I hate fake communication and rates.
13497;Technology;Samsung;5.0;The company is open to innovation and readily adopts latest technology. I love the fact that I am a part of team that makes reliable high quality products and has a global client base.;Compensation is decent, but growth is slow
13498;Technology;Samsung;4.0;Annual outing ,annual day function, culture and events;Work pressure is very high, mentally unstable, growth is slow
13499;Technology;Samsung;5.0;Ambiance and the working environment was excellent;No work life balance at all.
13500;Technology;Samsung;5.0;ensure safety before life loss We at Samsung follow the health and safety rules properly to protect human being..;Well designated
13501;Technology;Samsung;4.0;Everything is great over here...korean is really humble for there employees.;Nothing
13502;Technology;Samsung;4.0;Work life balance is to be appreciated;Payroll upgradation is a concern
13503;Technology;Samsung;3.0;Team mates are good and helping;Managers ask employee to follow process but themselves not ready to follow the same. Instead of performance they prioritize personal relation.
13504;Technology;Samsung;4.0;Very strict and we'll training avarge increment.... And.... Slow promotion .....but well culture;Meeting. Training very strict Carrer growth slow only increamnet.... Latest feature products...... Job secure 50-50
13505;Technology;Samsung;4.0;Very good company to work with;Team mates are really good and Managers are always supportive to juniors but growth is quite slow. Minimal work pressure
13506;Technology;Samsung;4.0;Work Culture very good and over time;Job is insecure
13507;Technology;Samsung;2.0;Galaxy consultant;Rakhi
13508;Technology;Samsung;3.0;Good;Good
13509;Technology;Samsung;5.0;Yes time is money;All time high energy and high pushing and support team all besides work
13510;Technology;Samsung;5.0;To work together with integrity and to meet chance to learn new things.;Some political issue create by permanent employees who disturb in production plan..
13511;Technology;Samsung;5.0;Samsung has very good facilities of training and retaining talent. Good team and good environment.;Nothing
13512;Technology;Samsung;5.0;working environment;timing
13513;Technology;Samsung;5.0;Good experience;Super support
13514;Technology;Samsung;5.0;Seniors support;Off season sales pressure
13515;Technology;Samsung;5.0;I like the company policy;None
13516;Technology;Samsung;5.0;Now i m working on distributer payroll but i need to work on company pay roll.;Nothing
13517;Technology;Samsung;5.0;Team leader behavior;Mentally pressure
13518;Technology;Samsung;5.0;Pp;Compensation is decent but growth is Very slow the work pressure is very high
13519;Technology;Samsung;4.0;Working is good...employers are getting enough holidays..;Salary is less
13520;Technology;Samsung;4.0;I like the People working for it. They are helpful and jolly. The training is awesome. Overall..The product is very good.;Cannot mention..Nothing to dislike Samsung Mobile. Work pressure..
13521;Technology;Samsung;2.0;"Perks- free meal, coupons, weekends (2 days) ; salary ;";All other things except mentioned above. Most of the teams you learn nothing significant and may turn out to be incompetitive and technically handicap if you solely rely on office work. you may find some frustated and insecure seniors as well who may exercise their power on you like by not letting you to go in any foreign trips unles
13522;Technology;Samsung;1.0;Worst network company ever;No job security,no work culture. Manager behaviour is like employees are his servent
13523;Technology;Samsung;5.0;I am glad to meet this company.because of company qwalities and this company provieds opportunity to developed own skills and Organized training for telling about new production and for personlity development. Thankyou;Same time face of problem regarding to duty off timing.
13524;Technology;Samsung;5.0;I like Samsung rules and samsung policy;I dislike not career growth
13525;Technology;Samsung;4.0;Talk about teammates ,training very good, but job security is no, salary is also very problematic because it by hand.,;Salary taking by hand
13526;Technology;Samsung;3.0;Nothing.;Management not good specially service center owner is liar.
13527;Technology;Samsung;4.0;Good experience;No care of engineers
13528;Technology;Samsung;3.0;It is normally good;Hard rules,allowence not allowting
13529;Technology;Samsung;4.0;Excellent working environment;..
13530;Technology;Samsung;5.0;The company is helpful in every matter whether its training or product queries seniors are well behaved with us;Career growth
13531;Technology;Samsung;4.0;I love to work in Samsung service centre;sometime irritates me customer
13532;Technology;Samsung;1.0;Worst company I have ever worked with. No work culture & work life balance. Most of the Managers are above 40years and do not appreciate new ideas. Overall pathetic company.;Work culture is too disappointing. No job security. They are losing competition with Chinese players in market. Hence firing employees.
13533;Technology;Samsung;1.0;Job security Alright work life balance;No/poor work Mandatory 45 hour week No career growth No innovation Only maintenance work Team politics No promotion in less than 4 years Almost no coding, forget design Run asap
13534;Technology;Samsung;5.0;It's very freedom;Management always push to work with out any safety
13535;Technology;Samsung;4.0;Yes;Yes
13536;Technology;Samsung;3.0;The company is having a large project in India from last 5 years with latest technology. Salary /appraisal is good and on Time.The work PrThe;The Work Pressure is very high, and there is no job security.
13537;Technology;Samsung;5.0;Experience 2 years which company cogent second company ICICI Bank 6 month experience;English Hindi
13538;Technology;Samsung;5.0;Talk about teammates, training, job security, career growth, salary/appraisal, travel, politics, learning, work environment, innovation, work-life balance;No
13539;Technology;Samsung;4.0;Working environment and job security;Working culture
13540;Technology;Samsung;4.0;only your coordinator feedback is required if he give best output regarding your self its ok as northern region manager only talk to coordinator only.;No working culture.
13541;Technology;Samsung;3.0;Traveller allowances is not provide to me.;Work life balance issues continue
13542;Technology;Samsung;4.0;Lot of larn in Samsung company How to use sefety ? how to clear alarm? integration,ATP 11A,ATP 11B,Band additional so many things larn;No job security. No increase salary I have completed 3 year in the company. Hardship allowance hold. DA/Traveling allowance Hold.
13543;Technology;Samsung;5.0;Work environment, job security;Career growth,salary and appraisal
13544;Technology;Samsung;1.0;Good for Salary hike with no Job security. Company travel and hardship policy is good for outpar employee.;There is no Job security for a single day in Samsung any time release call can came without intimation. Politics is so high if you don't have approaches then your job is not safe. Fursted working culture. In Samsung your hard work does not matter. Only matter is reference if you are from top label reference then there is no need to work can go for long leave without salary cut.
13545;Technology;Samsung;2.0;Nothing the culture is bad. Company doesn't trust its employees. The policies are ancient.;Everything. There is no opportunity given for growth. You are on your own inside the organization.
13546;Technology;Samsung;4.0;Work life balance;Job security
13547;Technology;Samsung;5.0;I am very much happy to work in Samsung since 5year everything to achived in this like training growths appraisals innovation learning and work life balances;No comment I am very happy to part of this company
13548;Technology;Samsung;4.0;Hottest thing is I am working with latest technology LTE, LTE- ADV & 5G,which gives immense pleasure while working. Surely it's an long term Employment support over there.;Sometimes need to spend more time in office even on weekend.That's quite become sometime uneasy
13549;Technology;Samsung;4.0;Facilities;Career Growth.
13550;Technology;Samsung;3.0;not very much good for growth;miss-management, unsecured job,
13551;Technology;Samsung;5.0;INNOVATION WORK LIFE BALANCE;SALARY
13552;Technology;Samsung;5.0;All teammate good,job security is good,time to time salary appraisal and travel is all facilities good...;All is good no dislike anything.
13553;Technology;Samsung;5.0;Team Work is key for achieving Goals;Till date no such experience
13554;Technology;Samsung;5.0;Happy to work with Samsung. But need good opportunities & carrier growth;Growth opportunities less . All of us need growth with tym to tym. But in Samsung i don't have growth so clearly I want to switch my job in same field .
13555;Technology;Samsung;5.0;Its really amazing and its well maintained all the staff and well behaved seniors and co-workers;Nothing
13556;Technology;Samsung;3.0;..;..
13557;Technology;Samsung;2.0;Work-life balance;Learning, appraisal
13558;Technology;Samsung;4.0;Job security;There is no career growth
13559;Technology;Samsung;5.0;Good training & career growth & good environment in the plant;Casual worker not comfortable in the salary vendor
13560;Technology;Samsung;5.0;Samsung are providing good training to employees, best working culture ,full job security .;Nothing
13561;Technology;Samsung;5.0;I love samsung;Awesome
13562;Technology;Samsung;4.0;Average for good;Good
13563;Technology;Samsung;5.0;No comment;Average
13564;Technology;Samsung;1.0;Very worst place for job.;Work culture and managers behavior. No time for family.
13565;Technology;Samsung;5.0;Chaling job;Nothing
13566;Technology;Samsung;4.0;Multi domain skills;Long work hours and lack of streamlined process
13567;Technology;Samsung;4.0;Highly concentrate on trainings of it's employee. Work culture is different than companies I worked before.;Working times are very strict.
13568;Technology;Samsung;5.0;sdb;xccvvv
13569;Technology;Samsung;3.0;Drive for innovation;Company should start retaining company talent rather look for cheap labor.
13570;Technology;Samsung;5.0;Repairing;Sameer
13571;Technology;Samsung;5.0;Gr8 time spending in Samsung Company proud to be an samsungian;No words to discribe all good going
13572;Technology;Samsung;3.0;It,s work around Delhi area;NO job securities any time you lost your job
13573;Technology;Samsung;5.0;Free Environment;Extensive travel
13574;Technology;Samsung;5.0;This company has a bright future;No words
13575;Technology;Samsung;1.0;Good;Not bad
13576;Technology;Samsung;2.0;we are good than other companies;company is not doing worth for us
13577;Technology;Samsung;4.0;Skill development, learn how to work in system,;Career growth.
13578;Technology;Samsung;5.0;Good;Yas
13579;Technology;Samsung;5.0;In samsung electronics there is job security,bonus is good,work life culture is balance;There is keep to much patience during job
13580;Technology;Samsung;5.0;Excellent;No dislikes
13581;Technology;Samsung;4.0;Compensation benefits and perks are best in industry;Work and life balance is one of the worst specially in sales support function
13582;Technology;Samsung;4.0;Good company;Nothing
13583;Technology;Samsung;5.0;I m very happy in Samsung company work;Nice brand and good product Samsung company electronic
13584;Technology;Samsung;5.0;Learnings;Work Life Balance
13585;Technology;Samsung;4.0;This company is an koran MNC. Good learning experience;Compensation is decent, but growth is slow. The work pressure is very high. Have to work 14-15 hour straight for 15 days in a month
13586;Technology;Samsung;4.0;Ok;Ok
13587;Technology;Samsung;4.0;it is basically core of electronic communication;its run the employee in the field very long distance
13588;Technology;Samsung;5.0;I learn everyday new;Leave
13589;Technology;Samsung;5.0;polices of samsung;Nothing everything is good.
13590;Technology;Samsung;5.0;In Samsung there is teamwork.Salary Appraisal is om company policy.A;Compensation is decent,but growth is slow.
13591;Technology;Samsung;5.0;Yes;No
13592;Technology;Samsung;3.0;it is a brand product and i love the fact that i am a part of the team.;the work pressure is very high sometimes, i have to work 8-10 hours straight in a day ,but growth is slow
13593;Technology;Samsung;4.0;My first job in my life & i don't know other company working experience so Samsung is a nice company to build up a bright future.;I can't say something
13594;Technology;Samsung;3.0;Strategic planning;Not fair with employees
13595;Technology;Samsung;4.0;Knowleg level is good;Growth is very slow for girls
13596;Technology;Samsung;1.0;NIL;No Job Security in this Company. So much politics in office.
13597;Technology;Samsung;5.0;Good culture;Nothing
13598;Technology;Samsung;3.0;-Yearly 5 Coupons on Consumer Goods - Free Food -No Work -Job is secured;"Lot of unproductive activity. No Development Work but you will find busy in raising approvals, need to carry 55"" TVs here and there. Airport Grade Security on the Gates. Some Idiots will try to prove themselves although they know nothing."
13599;Technology;Samsung;5.0;Learning on the job;No respect for holidays
13600;Technology;Samsung;3.0;Salary,work environment;Job security
13601;Technology;Samsung;1.0;I dont know what to tell but one this is terrible to work here;Holidays and incentives and salery Alsop u I
13602;Technology;Samsung;5.0;I WAS WORKING IN SAMSUNG INDIA ELECTRONICS LIMITED AS A TEAM LEADER .THAT POINT OF TIME I AM GAINING AWESOME & AMAZING EXPERIENCE.;THAT POINT OF TIME I WAS CHANGE THIS JOB DUE TO GOING SALES .ONLY ONE REASON TO RESIGN THIS POST IN THIS COMPANY.
13603;Technology;Samsung;5.0;environment;career growth
13604;Technology;Samsung;5.0;In a single word,Samsung company is an excellent work place;Employee's internal politics
13605;Technology;Samsung;5.0;"Its a much more Gud experience with ""Samsung"" , Samsung is a stable Organisation, full on satisfied 4 years in Samsung.";Growth and Opportunities is very low ratio in Samsung.
13606;Technology;Samsung;5.0;Every movement is good;Future better than life successfully
13607;Technology;Samsung;4.0;Good;No
13608;Technology;Samsung;5.0;Yes;Salary structure
13609;Technology;Samsung;5.0;I improved my knowledge.Samsung company every time interdused new innovation.;I miss family maintanence time in some times
13610;Technology;Samsung;5.0;Good work environment and supportive teammates.comany policies are good they give good salary and bouns.;There is a lot of politics and management is ignoring the issue of new joine candidate
13611;Technology;Samsung;4.0;All things are good, but career growth not so easy here.;Promotion policy
13612;Technology;Samsung;4.0;Good teamwork, possibility of training best, No career growth, best salary option, travel option is good , too much politics in company, working environment is best, work-life balance is poor .;Too much politics in company. Growth is too slow. Work pressure is very high.
13613;Technology;Samsung;5.0;Good;Satification
13614;Technology;Samsung;5.0;Working culture , Working Benefits ,Open Environment, Excellent Infrastructure and Career Growth and Learning Oppurtunities;Work Life Balance
13615;Technology;Samsung;5.0;Its a gud and highend prefer brand by customer lots of knowledge and saleing skills learn by samsung;Nothing else
13616;Technology;Samsung;5.0;very nice;nothing
13617;Technology;Samsung;1.0;Yes;Hindi .English
13618;Technology;Samsung;3.0;Work-life balance & job security.;Not given compensation & benefits at every field.
13619;Technology;Samsung;5.0;Good Experience and bettee knoladge;Suffling but no sallery enkriment
13620;Technology;Samsung;4.0;MUCH PARTICIPATIVE CULTURE IN SAMSUNG;JOB SECURITY
13621;Technology;Samsung;4.0;TRAINING;Career Growth
13622;Technology;Samsung;5.0;Best platform to SHOW experience;Nothing
13623;Technology;Samsung;1.0;Operation management related;Didn't think about...
13624;Technology;Samsung;4.0;I got the very good experience from Samsung.;No words to say for dislike
13625;Technology;Samsung;4.0;I'm happy to working to Samsung Galaxy his full support to me I'm satisfied to this company I proud of joining to Samsung Galaxy;I'm working 12hrs
